Image_Name,Blink_Flag_EAR,Left_EAR,Right_EAR,EAR_Avg,Classification
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1000.png,0,0.28052510760370775,0.32146326812000997,0.30099418786185883,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1001.png,0,0.2794167464636017,0.2591719724193925,0.2692943594414971,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1002.png,0,0.31142054945152486,0.3128430032178382,0.31213177633468153,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1003.png,0,0.29361010975735174,0.28082797815086524,0.28721904395410847,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1004.png,0,0.3141885707316724,0.29491488508845337,0.3045517279100629,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1005.png,0,0.3005105687593797,0.279108277990115,0.28980942337474735,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1006.png,0,0.2923526731023431,0.28052510760370775,0.2864388903530254,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1007.png,0,0.28052510760370775,0.27800551477633817,0.27926531119002296,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1008.png,0,0.28082797815086524,0.29909933707211617,0.2899636576114907,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1009.png,0,0.28194193721730043,0.3005105687593797,0.29122625298834004,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1010.png,0,0.27800551477633817,0.3005105687593797,0.28925804176785896,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1011.png,0,0.29927428323334015,0.3005105687593797,0.2998924259963599,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1012.png,0,0.2794167464636017,0.2974617061814442,0.28843922632252295,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1013.png,0,0.28052510760370775,0.29927428323334015,0.28989969541852395,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1014.png,0,0.2719219758869585,0.268741924943285,0.27033195041512176,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1015.png,0,0.320222078625785,0.3002857730550625,0.31025392584042377,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1016.png,0,0.2684377460965796,0.28194193721730043,0.27518984165694005,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1017.png,0,0.3005105687593797,0.27800551477633817,0.28925804176785896,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1018.png,0,0.27309153816991716,0.26371027043255496,0.2684009043012361,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1019.png,0,0.2491364395612199,0.279108277990115,0.2641223587756675,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1020.png,0,0.2906591794880899,0.3005105687593797,0.2955848741237348,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1021.png,0,0.2921346446227208,0.28052510760370775,0.28632987611321425,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1022.png,0,0.2906591794880899,0.29886521108259184,0.29476219528534087,Open
2020_06_04_T02_U00T_Tobii01_eyesstream_frame_1023.png,0,0.3002857730550625,0.3002857730550625,0.3002857730550625,Open
